1,33,3568,26,7,25
2,152,5899,10,0,26
3,60,419,39,26,28
4,276,10009,97,0,26
5,130,1529,26,0,26
6,803,977,285,81,27
7,9,48,0,0,26
8,136,8604,55,44,25
9,95,1971,20,42,28
10,13,792,0,9,27
11,7,78,0,0,27
12,0,149,0,0,27
13,158,1282,0,83,27
14,0,504,5,7,28
15,140,4350,53,65,25
16,133,788,25,16,25
17,245,8556,121,82,25
18,482,3765,225,94,25
9,159,2960,54,30,26
