1,0,59,0,0,31
2,44,1318,0,0,28
3,2,84,15,2,30
4,27,1403,13,0,28
5,0,269,0,31,32
6,33,919,28,0,29
7,123,773,87,13,29
8,18,741,0,4,29
9,0,87,0,0,30
10,0,81,0,0,32
11,0,3,0,0,31
12,13,469,0,0,30
13,20,99,6,7,29
14,21,65,25,0,29
15,17,693,15,0,32
16,0,103,0,0,30
17,4,2445,4,0,28
18,125,415,13,1,28
19,319,6082,85,2,25
20,0,10445,0,0,25
21,493,9141,61,81,25
11,59,1699,16,6,29
